,School_ID,Name of School,ZIP Code,Community Area Number,Community Area Name,Ward,Police District,Long_Name,Primary_Category,Zip,Student_Count_Total,Student_Count_Low_Income,Student_Count_Special_Ed,Student_Count_Black,Student_Count_Hispanic,Student_Count_White,Student_Count_Asian,Student_Count_Native_American,Student_Count_Asian_Pacific_Islander,Student_Count_Hawaiian_Pacific_Islander,Statistics_Description,Demographic_Description,Overall_Rating,School_Latitude,School_Longitude,Location,School_Survey_Safety,Chronic_Truancy_Pct,count
105,610216,John A Walsh Elementary School,60608,31,LOWER WEST SIDE,25,12,John A Walsh Elementary School,ES,60608,238,174,78,46,167,6,14,0,0,0,There are 238 students enrolled at WALSH.  73.1% are Low Income Students.  32.8% are Diverse Learners.  46.2% are Limited English Learners.,The largest demographic at WALSH is Hispanic.  This demographic makes up 70.2% of the student population.  The second greatest demographic is Black at 19.3%.,Level 1,41.854836,-87.648086,POINT (-87.648086 41.854836),3,37.4,193
106,610220,Thomas J Waters Elementary School,60625,4,LINCOLN SQUARE,47,19,Thomas J Waters Elementary School,ES,60625,617,131,56,12,151,363,28,1,0,1,There are 617 students enrolled at WATERS.  21.2% are Low Income Students.  9.1% are Diverse Learners.  8.9% are Limited English Learners.,The largest demographic at WATERS is White.  This demographic makes up 58.8% of the student population.  The second greatest demographic is Hispanic at 24.5%.,Level 1+,41.964165,-87.691433,POINT (-87.691433 41.964165),4,18.2,49
107,609978,Wendell Smith Elementary School,60628,50,PULLMAN,8,5,Wendell Smith Elementary School,ES,60628,310,229,38,298,8,1,0,1,0,0,There are 310 students enrolled at SMITH.  73.9% are Low Income Students.  12.3% are Diverse Learners.  0.0% are Limited English Learners.,The largest demographic at SMITH is Black.  This demographic makes up 96.1% of the student population.  The second greatest demographic is Hispanic at 2.6%.,Level 2+,41.707558,-87.60466,POINT (-87.60466 41.707558),2,54.4,274
108,610043,Joseph Lovett Elementary School,60639,25,AUSTIN,29,25,Joseph Lovett Elementary School,ES,60639,298,230,45,237,59,0,0,1,0,0,There are 298 students enrolled at LOVETT.  77.2% are Low Income Students.  15.1% are Diverse Learners.  9.4% are Limited English Learners.,The largest demographic at LOVETT is Black.  This demographic makes up 79.5% of the student population.  The second greatest demographic is Hispanic at 19.8%.,Level 2+,41.912718,-87.783919,POINT (-87.783919 41.912718),3,33.7,193
109,609732,Charles P Steinmetz Academic Centre High School,60634,19,BELMONT CRAGIN,36,25,Charles P Steinmetz College Preparatory HS,HS,60634,1123,902,200,191,850,60,12,5,0,4,There are 1123 students enrolled at STEINMETZ HS.  80.3% are Low Income Students.  17.8% are Diverse Learners.  31.8% are Limited English Learners.,The largest demographic at STEINMETZ HS is Hispanic.  This demographic makes up 75.7% of the student population.  The second greatest demographic is Black at 17%.,Level 2,41.935634,-87.783515,POINT (-87.783515 41.935634),2,75.5,274
110,609741,Gurdon S Hubbard High School,60629,65,WEST LAWN,13,8,Gurdon S Hubbard High School,HS,60629,1723,1537,231,74,1625,17,0,3,0,0,There are 1723 students enrolled at HUBBARD HS.  89.2% are Low Income Students.  13.4% are Diverse Learners.  26.2% are Limited English Learners.,The largest demographic at HUBBARD HS is Hispanic.  This demographic makes up 94.3% of the student population.  The second greatest demographic is Black at 4.3%.,Level 2+,41.780526,-87.718014,POINT (-87.718014 41.780526),1,67.3,48
111,610242,Joseph Brennemann Elementary School,60613,3,UPTOWN,46,19,Joseph Brennemann Elementary School,ES,60613,433,308,96,235,107,30,17,4,0,0,There are 433 students enrolled at BRENNEMANN.  71.1% are Low Income Students.  22.2% are Diverse Learners.  38.8% are Limited English Learners.,The largest demographic at BRENNEMANN is Black.  This demographic makes up 54.3% of the student population.  The second greatest demographic is Hispanic at 24.7%.,Level 1,41.959984,-87.649749,POINT (-87.649749 41.959984),2,37.6,274
112,610180,John M Smyth Elementary School,60608,28,NEAR WEST SIDE,2,12,John M Smyth Elementary School,ES,60608,384,275,62,364,15,2,0,0,0,0,There are 384 students enrolled at SMYTH.  71.6% are Low Income Students.  16.1% are Diverse Learners.  1.3% are Limited English Learners.,The largest demographic at SMYTH is Black.  This demographic makes up 94.8% of the student population.  The second greatest demographic is Hispanic at 3.9%.,Level 2,41.865351,-87.653445,POINT (-87.653445 41.865351),2,48.6,274
113,610078,Inter-American Elementary Magnet School,60613,6,LAKE VIEW,44,19,Inter-American Elementary Magnet School,ES,60613,674,305,77,15,576,70,3,1,0,0,There are 674 students enrolled at INTER-AMERICAN.  45.3% are Low Income Students.  11.4% are Diverse Learners.  32.3% are Limited English Learners.,The largest demographic at INTER-AMERICAN is Hispanic.  This demographic makes up 85.5% of the student population.  The second greatest demographic is White at 10.4%.,Level 1+,41.949003,-87.651573,POINT (-87.651573 41.949003),3,22.3,193
114,610234,Richard Yates Elementary School,60647,22,LOGAN SQUARE,35,14,Richard Yates Elementary School,ES,60647,274,229,88,66,189,13,2,1,0,0,There are 274 students enrolled at YATES.  83.6% are Low Income Students.  32.1% are Diverse Learners.  33.6% are Limited English Learners.,The largest demographic at YATES is Hispanic.  This demographic makes up 69% of the student population.  The second greatest demographic is Black at 24.1%.,Level 2,41.915039,-87.70028,POINT (-87.70028 41.915039),2,48.1,274
115,609720,Albert G Lane Technical High School,60618,5,NORTH CENTER,47,19,Albert G Lane Technical High School,HS,60618,4485,1587,332,290,1550,1702,481,21,1,30,There are 4485 students enrolled at LANE TECH HS.  35.4% are Low Income Students.  7.4% are Diverse Learners.  1.9% are Limited English Learners.,The largest demographic at LANE TECH HS is White.  This demographic makes up 37.9% of the student population.  The second greatest demographic is Hispanic at 34.6%.,Level 1+,41.946645,-87.691013,POINT (-87.691013 41.946645),3,29.0,193
116,610074,James Monroe Elementary School,60647,22,LOGAN SQUARE,35,25,James Monroe Elementary School,ES,60647,653,528,104,11,598,33,0,0,0,0,There are 653 students enrolled at MONROE.  80.9% are Low Income Students.  15.9% are Diverse Learners.  32.3% are Limited English Learners.,The largest demographic at MONROE is Hispanic.  This demographic makes up 91.6% of the student population.  The second greatest demographic is White at 5.1%.,Level 2+,41.929989,-87.719224,POINT (-87.719224 41.929989),2,45.9,274
117,609729,Carl Schurz High School,60641,16,IRVING PARK,38,17,Carl Schurz High School,HS,60641,1282,1107,283,113,1072,49,26,9,0,2,There are 1282 students enrolled at SCHURZ HS.  86.3% are Low Income Students.  22.1% are Diverse Learners.  34% are Limited English Learners.,The largest demographic at SCHURZ HS is Hispanic.  This demographic makes up 83.6% of the student population.  The second greatest demographic is Black at 8.8%.,Level 2,41.946365,-87.735612,POINT (-87.735612 41.946365),2,74.5,274
118,610208,Mildred I Lavizzo Elementary School,60628,49,ROSELAND,34,5,Mildred I Lavizzo Elementary School,ES,60628,341,256,44,333,7,0,0,1,0,0,There are 341 students enrolled at LAVIZZO.  75.1% are Low Income Students.  12.9% are Diverse Learners.  1.2% are Limited English Learners.,The largest demographic at LAVIZZO is Black.  This demographic makes up 97.7% of the student population.  The second greatest demographic is Hispanic at 2.1%.,Level 1,41.696262,-87.627148,POINT (-87.627148 41.696262),2,48.2,274
119,610304,Phoenix Military Academy High School,60612,28,NEAR WEST SIDE,2,11,Phoenix Military Academy High School,HS,60612,462,407,27,60,380,12,5,0,0,1,There are 462 students enrolled at PHOENIX MILITARY HS.  88.1% are Low Income Students.  5.8% are Diverse Learners.  14.3% are Limited English Learners.,The largest demographic at PHOENIX MILITARY HS is Hispanic.  This demographic makes up 82.3% of the student population.  The second greatest demographic is Black at 13%.,Level 1+,41.879118,-87.68696,POINT (-87.68696 41.879118),2,40.4,274
120,609829,John C Burroughs Elementary School,60632,58,BRIGHTON PARK,12,9,John C Burroughs Elementary School,ES,60632,320,278,41,11,293,9,7,0,0,0,There are 320 students enrolled at BURROUGHS.  86.9% are Low Income Students.  12.8% are Diverse Learners.  43.4% are Limited English Learners.,The largest demographic at BURROUGHS is Hispanic.  This demographic makes up 91.6% of the student population.  The second greatest demographic is Black at 3.4%.,Level 1,41.828868,-87.692457,POINT (-87.692457 41.828868),3,32.3,193
121,610136,William H Prescott Elementary School,60614,7,LINCOLN PARK,32,19,William H Prescott Elementary School,ES,60614,397,111,56,45,119,172,38,2,0,0,There are 397 students enrolled at PRESCOTT.  28% are Low Income Students.  14.1% are Diverse Learners.  7.1% are Limited English Learners.,The largest demographic at PRESCOTT is White.  This demographic makes up 43.3% of the student population.  The second greatest demographic is Hispanic at 30%.,Level 1,41.928841,-87.669528,POINT (-87.669528 41.928841),3,18.1,193
122,609674,Chicago Vocational Career Academy High School,60617,45,AVALON PARK,8,4,Chicago Vocational Career Academy High School,HS,60617,627,532,196,606,16,2,0,0,0,0,There are 627 students enrolled at CHICAGO VOCATIONAL HS.  84.8% are Low Income Students.  31.3% are Diverse Learners.  2.2% are Limited English Learners.,The largest demographic at CHICAGO VOCATIONAL HS is Black.  This demographic makes up 96.7% of the student population.  The second greatest demographic is Hispanic at 2.6%.,Level 2,41.737174,-87.573268,POINT (-87.573268 41.737174),1,70.4,48
123,609830,Milton Brunson Math & Science Specialty Elementary School ,60651,25,AUSTIN,29,15,Milton Brunson Math & Science Specialty ES,ES,60651,421,299,80,357,58,2,0,2,0,1,There are 421 students enrolled at BRUNSON.  71% are Low Income Students.  19% are Diverse Learners.  8.8% are Limited English Learners.,The largest demographic at BRUNSON is Black.  This demographic makes up 84.8% of the student population.  The second greatest demographic is Hispanic at 13.8%.,Level 2,41.897663,-87.765606,POINT (-87.765606 41.897663),2,58.3,274
124,610279,Henry O Tanner Elementary School,60619,69,GREATER GRAND CROSSING,6,3,Henry O Tanner Elementary School,ES,60619,299,235,58,288,10,0,0,0,0,0,There are 299 students enrolled at TANNER.  78.6% are Low Income Students.  19.4% are Diverse Learners.  0.7% are Limited English Learners.,The largest demographic at TANNER is Black.  This demographic makes up 96.3% of the student population.  The second greatest demographic is Hispanic at 3.3%.,Level 2,41.760673,-87.606791,POINT (-87.606791 41.760673),2,61.6,274
125,610355,Mary E Courtenay Elementary Language Arts Center,60613,6,LAKE VIEW,47,19,Mary E Courtenay Elementary Language Arts Center,ES,60640,211,166,83,113,69,15,9,0,0,0,There are 211 students enrolled at COURTENAY.  78.7% are Low Income Students.  39.3% are Diverse Learners.  28% are Limited English Learners.,The largest demographic at COURTENAY is Black.  This demographic makes up 53.6% of the student population.  The second greatest demographic is Hispanic at 32.7%.,Level 2+,41.962308,-87.663853,POINT (-87.663853 41.962308),3,46.9,193
126,610299,William A Hinton Elementary School,60621,68,ENGLEWOOD,6,7,Dr. Martin L. King Jr Academy of Social Justice,ES,60621,235,208,25,226,6,1,0,1,0,0,There are 235 students enrolled at KING ES.  88.5% are Low Income Students.  10.6% are Diverse Learners.  0.9% are Limited English Learners.,The largest demographic at KING ES is Black.  This demographic makes up 96.2% of the student population.  The second greatest demographic is Hispanic at 2.6%.,Level 1,41.765335,-87.641335,POINT (-87.641335 41.765335),2,51.2,274
127,610223,Daniel S Wentworth Elementary School,60621,68,ENGLEWOOD,17,7,Daniel S Wentworth Elementary School,ES,60636,400,316,77,366,32,2,0,0,0,0,There are 400 students enrolled at WENTWORTH.  79% are Low Income Students.  19.2% are Diverse Learners.  3.8% are Limited English Learners.,The largest demographic at WENTWORTH is Black.  This demographic makes up 91.5% of the student population.  The second greatest demographic is Hispanic at 8%.,Level 2,41.765076,-87.658205,POINT (-87.658205 41.765076),1,55.8,48
128,610036,Leslie Lewis Elementary School,60651,25,AUSTIN,37,25,Leslie Lewis Elementary School,ES,60651,361,299,50,213,143,1,1,0,0,0,There are 361 students enrolled at LEWIS.  82.8% are Low Income Students.  13.9% are Diverse Learners.  22.4% are Limited English Learners.,The largest demographic at LEWIS is Black.  This demographic makes up 59% of the student population.  The second greatest demographic is Hispanic at 39.6%.,Level 1,41.906826,-87.75455,POINT (-87.75455 41.906826),3,42.3,193
129,609828,Jonathan Burr Elementary School,60622,24,WEST TOWN,1,14,Jonathan Burr Elementary School,ES,60622,479,123,58,43,168,194,27,1,0,0,There are 479 students enrolled at BURR.  25.7% are Low Income Students.  12.1% are Diverse Learners.  7.5% are Limited English Learners.,The largest demographic at BURR is White.  This demographic makes up 40.5% of the student population.  The second greatest demographic is Hispanic at 35.1%.,Level 1+,41.912358,-87.668661,POINT (-87.668661 41.912358),4,19.4,49
130,610229,A.N. Pritzker School,60622,24,WEST TOWN,1,14,A.N. Pritzker School,ES,60622,648,179,51,140,174,229,49,5,0,2,There are 648 students enrolled at PRITZKER.  27.6% are Low Income Students.  7.9% are Diverse Learners.  6% are Limited English Learners.,The largest demographic at PRITZKER is White.  This demographic makes up 35.3% of the student population.  The second greatest demographic is Hispanic at 26.9%.,Level 1+,41.907053,-87.677761,POINT (-87.677761 41.907053),3,18.7,193
131,610287,Ashburn Community Elementary School,60652,70,ASHBURN,18,8,Ashburn Community Elementary School,ES,60652,348,264,62,280,63,2,1,1,0,0,There are 348 students enrolled at ASHBURN.  75.9% are Low Income Students.  17.8% are Diverse Learners.  9.2% are Limited English Learners.,The largest demographic at ASHBURN is Black.  This demographic makes up 80.5% of the student population.  The second greatest demographic is Hispanic at 18.1%.,Level 1,41.742351,-87.70961,POINT (-87.70961 41.742351),3,39.9,193
132,609924,Fort Dearborn Elementary School,60620,73,WASHINGTON HEIGHTS,21,22,Fort Dearborn Elementary School,ES,60620,331,234,63,320,9,0,0,0,0,0,There are 331 students enrolled at FORT DEARBORN.  70.7% are Low Income Students.  19% are Diverse Learners.  0.0% are Limited English Learners.,The largest demographic at FORT DEARBORN is Black.  This demographic makes up 96.7% of the student population.  The second greatest demographic is Hispanic at 2.7%.,Level 1,41.729673,-87.655481,POINT (-87.655481 41.729673),2,41.4,274
133,610172,William T Sherman Elementary School,60609,61,NEW CITY,16,9,William T Sherman Elementary School,ES,60609,232,183,33,189,42,0,0,0,0,0,There are 232 students enrolled at SHERMAN.  78.9% are Low Income Students.  14.2% are Diverse Learners.  4.3% are Limited English Learners.,The largest demographic at SHERMAN is Black.  This demographic makes up 81.5% of the student population.  The second greatest demographic is Hispanic at 18.1%.,Level 1,41.799766,-87.650221,POINT (-87.650221 41.799766),4,64.1,49
134,609960,Nathan Hale Elementary School,60638,64,CLEARING,23,8,Nathan Hale Elementary School,ES,60638,798,491,111,29,636,119,7,2,0,3,There are 798 students enrolled at HALE.  61.5% are Low Income Students.  13.9% are Diverse Learners.  24.4% are Limited English Learners.,The largest demographic at HALE is Hispanic.  This demographic makes up 79.7% of the student population.  The second greatest demographic is White at 14.9%.,Level 2+,41.780192,-87.776579,POINT (-87.776579 41.780192),4,40.8,49
135,610269,John T McCutcheon Elementary School,60640,3,UPTOWN,48,20,John T McCutcheon Elementary School,ES,60640,304,225,105,150,75,21,44,3,0,0,There are 304 students enrolled at MCCUTCHEON.  74% are Low Income Students.  34.5% are Diverse Learners.  45.1% are Limited English Learners.,The largest demographic at MCCUTCHEON is Black.  This demographic makes up 49.3% of the student population.  The second greatest demographic is Hispanic at 24.7%.,Level 1,41.970949,-87.654758,POINT (-87.654758 41.970949),4,40.7,49
136,610366,Charles H Wacker Elementary School,60643,73,WASHINGTON HEIGHTS,21,22,Charles H Wacker Elementary School,ES,60643,218,151,30,215,3,0,0,0,0,0,There are 218 students enrolled at WACKER.  69.3% are Low Income Students.  13.8% are Diverse Learners.  0.5% are Limited English Learners.,The largest demographic at WACKER is Black.  This demographic makes up 98.6% of the student population.  The second greatest demographic is Hispanic at 1.4%.,Level 1+,41.716193,-87.648044,POINT (-87.648044 41.716193),3,25.4,193
137,610115,Park Manor Elementary School,60637,69,GREATER GRAND CROSSING,6,3,Park Manor Elementary School,ES,60637,258,204,39,253,4,1,0,0,0,0,There are 258 students enrolled at PARK MANOR.  79.1% are Low Income Students.  15.1% are Diverse Learners.  0.4% are Limited English Learners.,The largest demographic at PARK MANOR is Black.  This demographic makes up 98.1% of the student population.  The second greatest demographic is Hispanic at 1.6%.,Level 1+,41.766477,-87.611546,POINT (-87.611546 41.766477),2,37.5,274
138,609795,George Rogers Clark Elementary School,60644,25,AUSTIN,29,15,George Rogers Clark Elementary School,ES,60644,146,114,14,76,55,7,5,0,0,2,There are 146 students enrolled at CLARK ES.  78.1% are Low Income Students.  9.6% are Diverse Learners.  13% are Limited English Learners.,The largest demographic at CLARK ES is Black.  This demographic makes up 52.1% of the student population.  The second greatest demographic is Hispanic at 37.7%.,Level 1,41.867813,-87.770418,POINT (-87.770418 41.867813),3,26.7,193
139,610354,North River Elementary School,60625,14,ALBANY PARK,33,17,North River Elementary School,ES,60625,209,150,48,7,171,8,5,0,0,2,There are 209 students enrolled at NORTH RIVER.  71.8% are Low Income Students.  23% are Diverse Learners.  55.5% are Limited English Learners.,The largest demographic at NORTH RIVER is Hispanic.  This demographic makes up 81.8% of the student population.  The second greatest demographic is Other at 8.7%.,Level 1+,41.961721,-87.707151,POINT (-87.707151 41.961721),3,28.7,193
140,610146,Paul Revere Elementary School,60619,69,GREATER GRAND CROSSING,5,3,Paul Revere Elementary School,ES,60619,214,169,20,210,4,0,0,0,0,0,There are 214 students enrolled at REVERE.  79% are Low Income Students.  9.3% are Diverse Learners.  0.0% are Limited English Learners.,The largest demographic at REVERE is Black.  This demographic makes up 98.1% of the student population.  The second greatest demographic is Hispanic at 1.9%.,Level 2,41.764196,-87.600177,POINT (-87.600177 41.764196),2,62.6,274
141,610037,Arthur A Libby Elementary School,60609,61,NEW CITY,16,9,Arthur A Libby Elementary School,ES,60609,254,205,52,156,93,4,0,0,0,0,There are 254 students enrolled at LIBBY.  80.7% are Low Income Students.  20.5% are Diverse Learners.  23.2% are Limited English Learners.,The largest demographic at LIBBY is Black.  This demographic makes up 61.4% of the student population.  The second greatest demographic is Hispanic at 36.6%.,Level 2+,41.797685,-87.659933,POINT (-87.659933 41.797685),2,56.3,274
142,610170,Columbia Explorers Elementary Academy,60632,58,BRIGHTON PARK,14,8,Columbia Explorers Elementary Academy,ES,60632,749,585,132,6,733,5,3,1,0,0,There are 749 students enrolled at COLUMBIA EXPLORERS.  78.1% are Low Income Students.  17.6% are Diverse Learners.  45.8% are Limited English Learners.,The largest demographic at COLUMBIA EXPLORERS is Hispanic.  This demographic makes up 97.9% of the student population.  The second greatest demographic is Black at 0.8%.,Level 1+,41.811069,-87.704199,POINT (-87.704199 41.811069),3,21.2,193
143,610390,Hyman G Rickover Naval Academy High School,60660,77,EDGEWATER,48,20,Hyman G Rickover Naval Academy High School,HS,60634,460,326,77,20,358,64,11,0,0,0,There are 460 students enrolled at RICKOVER MILITARY HS.  70.9% are Low Income Students.  16.7% are Diverse Learners.  19.8% are Limited English Learners.,The largest demographic at RICKOVER MILITARY HS is Hispanic.  This demographic makes up 77.8% of the student population.  The second greatest demographic is White at 13.9%.,Level 1,41.957599,-87.769938,POINT (-87.769938 41.957599),3,49.6,193
144,610530,South Shore Fine Arts Academy,60637,43,SOUTH SHORE,5,3,South Shore Fine Arts Academy,ES,60637,251,157,77,238,8,0,0,1,0,0,There are 251 students enrolled at SOUTH SHORE ES.  62.5% are Low Income Students.  30.7% are Diverse Learners.  0.0% are Limited English Learners.,The largest demographic at SOUTH SHORE ES is Black.  This demographic makes up 94.8% of the student population.  The second greatest demographic is Hispanic at 3.2%.,Level 2+,41.767755,-87.590396,POINT (-87.590396 41.767755),5,46.9,19
145,610044,James Russell Lowell Elementary School,60651,23,HUMBOLDT PARK,26,14,James Russell Lowell Elementary School,ES,60651,310,253,98,81,216,5,0,0,0,0,There are 310 students enrolled at LOWELL.  81.6% are Low Income Students.  31.6% are Diverse Learners.  33.9% are Limited English Learners.,The largest demographic at LOWELL is Hispanic.  This demographic makes up 69.7% of the student population.  The second greatest demographic is Black at 26.1%.,Level 1,41.90652,-87.710217,POINT (-87.710217 41.90652),3,46.5,193
146,609900,George W Curtis Elementary School,60628,49,ROSELAND,9,5,George W Curtis Elementary School,ES,60628,377,303,42,353,19,3,0,1,0,0,There are 377 students enrolled at CURTIS.  80.4% are Low Income Students.  11.1% are Diverse Learners.  1.3% are Limited English Learners.,The largest demographic at CURTIS is Black.  This demographic makes up 93.6% of the student population.  The second greatest demographic is Hispanic at 5%.,Level 2,41.685418,-87.621653,POINT (-87.621653 41.685418),2,50.2,274
147,610206,Mark Twain Elementary School,60638,56,GARFIELD RIDGE,23,8,Mark Twain Elementary School,ES,60638,927,628,121,16,821,81,7,0,0,1,There are 927 students enrolled at TWAIN.  67.7% are Low Income Students.  13.1% are Diverse Learners.  19.5% are Limited English Learners.,The largest demographic at TWAIN is Hispanic.  This demographic makes up 88.6% of the student population.  The second greatest demographic is White at 8.7%.,Level 1+,41.799046,-87.758928,POINT (-87.758928 41.799046),3,29.5,193
148,610148,Cesar E Chavez Multicultural Academic Center Elementary School,60609,61,NEW CITY,20,9,Cesar E Chavez Multicultural Academic Center ES,ES,60609,821,697,87,13,802,2,1,3,0,0,There are 821 students enrolled at CHAVEZ.  84.9% are Low Income Students.  10.6% are Diverse Learners.  42.1% are Limited English Learners.,The largest demographic at CHAVEZ is Hispanic.  This demographic makes up 97.7% of the student population.  The second greatest demographic is Black at 1.6%.,Level 1,41.807143,-87.666037,POINT (-87.666037 41.807143),3,34.8,193
149,610147,Philip Rogers Elementary School,60645,2,WEST RIDGE,50,24,Philip Rogers Elementary School,ES,60645,689,394,114,136,240,123,164,0,0,1,There are 689 students enrolled at ROGERS.  57.2% are Low Income Students.  16.5% are Diverse Learners.  33.5% are Limited English Learners.,The largest demographic at ROGERS is Hispanic.  This demographic makes up 34.8% of the student population.  The second greatest demographic is Asian at 23.8%.,Level 1+,42.015265,-87.697185,POINT (-87.697185 42.015265),3,23.6,193
150,609804,Daniel Boone Elementary School,60645,2,WEST RIDGE,50,24,Daniel Boone Elementary School,ES,60645,711,550,75,73,287,91,246,4,0,0,There are 711 students enrolled at BOONE.  77.4% are Low Income Students.  10.5% are Diverse Learners.  59.6% are Limited English Learners.,The largest demographic at BOONE is Hispanic.  This demographic makes up 40.4% of the student population.  The second greatest demographic is Asian at 34.6%.,Level 1,42.003412,-87.697463,POINT (-87.697463 42.003412),3,37.6,193
151,610133,Laura S Ward Elementary School,60624,23,HUMBOLDT PARK,27,11,Laura S Ward Elementary School,ES,60624,247,207,53,207,39,0,0,0,0,1,There are 247 students enrolled at WARD L.  83.8% are Low Income Students.  21.5% are Diverse Learners.  4.9% are Limited English Learners.,The largest demographic at WARD L is Black.  This demographic makes up 83.8% of the student population.  The second greatest demographic is Hispanic at 15.8%.,Level 1,41.893236,-87.718797,POINT (-87.718797 41.893236),3,48.9,193
152,610179,Washington D Smyser Elementary School,60634,15,PORTAGE PARK,38,16,Washington D Smyser Elementary School,ES,60634,743,440,95,20,487,180,41,4,0,1,There are 743 students enrolled at SMYSER.  59.2% are Low Income Students.  12.8% are Diverse Learners.  24% are Limited English Learners.,The largest demographic at SMYSER is Hispanic.  This demographic makes up 65.5% of the student population.  The second greatest demographic is White at 24.2%.,Level 1,41.958868,-87.781975,POINT (-87.781975 41.958868),3,31.5,193
153,610405,Suder Montessori Magnet Elementary School,60612,28,NEAR WEST SIDE,2,13,Suder Montessori Magnet ES,ES,60612,449,184,53,231,88,84,16,1,0,4,There are 449 students enrolled at SUDER.  41% are Low Income Students.  11.8% are Diverse Learners.  3.1% are Limited English Learners.,The largest demographic at SUDER is Black.  This demographic makes up 51.4% of the student population.  The second greatest demographic is Hispanic at 19.6%.,Level 1,41.883215,-87.677636,POINT (-87.677636 41.883215),2,33.2,274
154,609929,Robert Fulton Elementary School,60609,61,NEW CITY,16,9,Robert Fulton Elementary School,ES,60609,289,243,59,89,195,1,0,2,0,1,There are 289 students enrolled at FULTON.  84.1% are Low Income Students.  20.4% are Diverse Learners.  44.3% are Limited English Learners.,The largest demographic at FULTON is Hispanic.  This demographic makes up 67.5% of the student population.  The second greatest demographic is Black at 30.8%.,Level 2+,41.79758,-87.668436,POINT (-87.668436 41.79758),3,41.2,193
155,609719,Lake View High School,60613,6,LAKE VIEW,47,19,Lake View High School,HS,60613,1355,1072,223,190,976,119,42,5,0,3,There are 1355 students enrolled at LAKE VIEW HS.  79.1% are Low Income Students.  16.5% are Diverse Learners.  16.6% are Limited English Learners.,The largest demographic at LAKE VIEW HS is Hispanic.  This demographic makes up 72% of the student population.  The second greatest demographic is Black at 14%.,Level 2+,41.954764,-87.668953,POINT (-87.668953 41.954764),2,65.4,274
156,610207,John H Vanderpoel Elementary Magnet School,60643,72,BEVERLY,19,22,John H Vanderpoel Elementary Magnet School,ES,60643,242,136,28,237,3,0,0,0,0,0,There are 242 students enrolled at VANDERPOEL.  56.2% are Low Income Students.  11.6% are Diverse Learners.  0.0% are Limited English Learners.,The largest demographic at VANDERPOEL is Black.  This demographic makes up 97.9% of the student population.  The second greatest demographic is Hispanic at 1.2%.,Level 1,41.720817,-87.665559,POINT (-87.665559 41.720817),3,26.6,193
157,609955,Walter Q Gresham Elementary School,60620,71,AUBURN GRESHAM,21,6,Walter Q Gresham Elementary School,ES,60620,323,278,49,316,6,0,0,0,0,0,There are 323 students enrolled at GRESHAM.  86.1% are Low Income Students.  15.2% are Diverse Learners.  0.3% are Limited English Learners.,The largest demographic at GRESHAM is Black.  This demographic makes up 97.8% of the student population.  The second greatest demographic is Hispanic at 1.9%.,Level 2+,41.73892,-87.645025,POINT (-87.645025 41.73892),2,31.1,274
158,610022,Joyce Kilmer Elementary School,60626,1,ROGERS PARK,40,24,Joyce Kilmer Elementary School,ES,60626,742,574,158,196,321,114,67,6,0,1,There are 742 students enrolled at KILMER.  77.4% are Low Income Students.  21.3% are Diverse Learners.  55.1% are Limited English Learners.,The largest demographic at KILMER is Hispanic.  This demographic makes up 43.3% of the student population.  The second greatest demographic is Black at 26.4%.,Level 1,42.00364,-87.668222,POINT (-87.668222 42.00364),4,29.4,49
159,610120,Ferdinand Peck Elementary School,60629,62,WEST ELSDON,13,8,Ferdinand Peck Elementary School,ES,60629,795,554,78,9,771,14,0,0,0,0,There are 795 students enrolled at PECK.  69.7% are Low Income Students.  9.8% are Diverse Learners.  60.9% are Limited English Learners.,The largest demographic at PECK is Hispanic.  This demographic makes up 97% of the student population.  The second greatest demographic is White at 1.8%.,Level 1,41.787899,-87.719216,POINT (-87.719216 41.787899),4,38.9,49
160,609793,Nicholson Technology Academy,60621,68,ENGLEWOOD,16,7,Lillian R. Nicholson STEM Academy,ES,60621,438,359,39,416,20,1,1,0,0,0,There are 438 students enrolled at NICHOLSON.  82% are Low Income Students.  8.9% are Diverse Learners.  2.1% are Limited English Learners.,The largest demographic at NICHOLSON is Black.  This demographic makes up 95% of the student population.  The second greatest demographic is Hispanic at 4.6%.,Level 1,41.784942,-87.647453,POINT (-87.647453 41.784942),2,29.0,274
161,610209,Alessandro Volta Elementary School,60625,14,ALBANY PARK,39,17,Alessandro Volta Elementary School,ES,60625,693,488,67,33,455,45,152,1,0,0,There are 693 students enrolled at VOLTA.  70.4% are Low Income Students.  9.7% are Diverse Learners.  73.6% are Limited English Learners.,The largest demographic at VOLTA is Hispanic.  This demographic makes up 65.7% of the student population.  The second greatest demographic is Asian at 21.9%.,Level 2+,41.971634,-87.724605,POINT (-87.724605 41.971634),2,33.5,274
162,609761,George H Corliss High School,60628,50,PULLMAN,9,5,George H Corliss High School,HS,60628,299,262,92,285,12,1,0,0,0,0,There are 299 students enrolled at CORLISS HS.  87.6% are Low Income Students.  30.8% are Diverse Learners.  1.3% are Limited English Learners.,The largest demographic at CORLISS HS is Black.  This demographic makes up 95.3% of the student population.  The second greatest demographic is Hispanic at 4%.,Level 2,41.70666,-87.601216,POINT (-87.601216 41.70666),1,75.0,48
